direction,entry,entry_ts,exit_price,exit_ts,exit_reason,pnl,r_multiple,size,confluence_score,confluence_factor_count
LONG,67980.963495,2024-06-02T22:30:00+00:00,67582.24011593,2024-06-03T00:30:00+00:00,SL,-78.83237799261042,-1.2412430836580273,0.1740426341102062,0.7,3
LONG,67857.912,2024-06-03T01:00:00+00:00,69017.95155110498,2024-06-03T06:15:00+00:00,TP1,95.42548324931748,4.569881608953711,0.08633530731915284,0.7,3
LONG,67857.912,2024-06-03T01:00:00+00:00,69661.15027406339,2024-06-03T12:30:00+00:00,TP2,90.56041821567146,7.228159879503215,0.05180118439149171,0.7,3
LONG,67857.912,2024-06-03T01:00:00+00:00,70585.74843831608,2024-06-04T16:00:00+00:00,TP3,92.29102673210797,11.049434893418056,0.034534122927661136,0.7,3
LONG,71243.84412000001,2024-06-05T04:45:00+00:00,70600.78195,2024-06-05T13:45:00+00:00,SL,-107.50973798143491,-1.1514714785360676,0.1536292295557249,0.6749999999999999,4
