sl_min_atr_multiple,sl_band_buffer_mult,trade_count,win_rate,expectancy,profit_factor,max_drawdown_pct,sharpe,error
0.25,0.25,8,0.25,-2.3944396178084437,2.4408712797295324,0.009568888055519404,1.3571696036155583,
0.25,0.375,8,0.25,-0.7142119135532452,1.7861489693695167,0.012176511180219217,1.0052542683983423,
0.25,0.5,8,0.25,0.08997074872919852,0.55773527633773,0.034305203308863635,-1.164530864954686,
0.3,0.25,8,0.25,-2.3944396178084437,2.4408712797295324,0.009568888055519404,1.3571696036155583,
0.3,0.375,8,0.25,-0.7142119135532452,1.7861489693695167,0.012176511180219217,1.0052542683983423,
0.3,0.5,8,0.25,0.08997074872919852,0.55773527633773,0.034305203308863635,-1.164530864954686,
0.35,0.25,8,0.25,-2.3944396178084437,2.4408712797295324,0.009568888055519404,1.3571696036155583,
0.35,0.375,8,0.25,-0.7142119135532452,1.7861489693695167,0.012176511180219217,1.0052542683983423,
0.35,0.5,8,0.25,0.08997074872919852,0.55773527633773,0.034305203308863635,-1.164530864954686,
0.4,0.25,8,0.25,-2.3944396178084437,2.4408712797295324,0.009568888055519404,1.3571696036155583,
0.4,0.375,8,0.25,-0.7142119135532452,1.7861489693695167,0.012176511180219217,1.0052542683983423,
0.4,0.5,8,0.25,0.08997074872919852,0.55773527633773,0.034305203308863635,-1.164530864954686,
0.45,0.25,5,0.0,-5.2551655812820375,0.0,0.014881253379571253,-1.8339135046005592,
0.45,0.375,5,0.0,-2.5631374058181327,0.0,0.017401535506106642,-2.374084565897039,
0.45,0.5,5,0.0,-1.3974099965115312,0.0,0.02735759171970584,-2.5034020679531728,
0.5,0.25,5,0.0,-5.2551655812820375,0.0,0.014881253379571253,-1.8339135046005592,
0.5,0.375,5,0.0,-2.5631374058181327,0.0,0.017401535506106642,-2.374084565897039,
0.5,0.5,5,0.0,-1.7099559934372102,0.0,0.019260793446734346,-2.8633720783179575,
