sl_min_atr_multiple,sl_band_buffer_mult,trade_count,win_rate,expectancy,profit_factor,max_drawdown_pct,sharpe,error
0.25,0.25,36,0.5,0.13701494082510962,0.897768293229337,0.06250078766838667,-0.35943902944728984,
0.25,0.375,36,0.5,0.15006688066845064,0.9210981090619673,0.06250078766838675,-0.272697347507974,
0.25,0.5,31,0.45161290322580644,-0.11954413869716263,0.8438878717432801,0.04932785092837958,-0.673375203604055,
0.3,0.25,76,0.5,0.14890974423453562,1.0280387730423384,0.0631736956984713,0.22206395303210114,
0.3,0.375,78,0.5128205128205128,0.4945429013768754,1.0914256559311402,0.06274582873924742,0.5681380467700554,
0.3,0.5,65,0.47692307692307695,-0.09246993202465381,0.8842777648008319,0.061348466177858066,-0.6153150557571146,
0.35,0.25,72,0.5,0.6328296801858834,1.3966832417130515,0.054816076509175894,1.6330667527598077,
0.35,0.375,72,0.5138888888888888,1.1079777810156681,1.4385374332773337,0.05438439246124203,1.961145846883095,
0.35,0.5,55,0.4727272727272727,0.47443093369224587,0.880120962879681,0.05402465575462969,-0.5707761905147575,
0.4,0.25,31,0.45161290322580644,0.8590682862708235,1.1018218808031304,0.04418614120201619,0.3829781980236352,
0.4,0.375,69,0.5507246376811594,0.697416971683991,1.6393539372040498,0.0316753102057114,2.750182689503934,
0.4,0.5,36,0.4166666666666667,0.3276373193066269,0.6447050637703514,0.06877808729763032,-1.5475576492113579,
0.45,0.25,33,0.45454545454545453,0.6779658120214644,1.0045183948845953,0.049447308759417934,0.06801512864811794,
0.45,0.375,70,0.5571428571428572,0.6319077316283928,1.858914649744877,0.0316753102057114,3.2769640579575947,
0.45,0.5,36,0.4166666666666667,0.3501539774372423,0.6159026176464838,0.07390389131350078,-1.8370979258507534,
0.5,0.25,62,0.5483870967741935,0.43187992446198603,1.2662075324571302,0.06255231649008784,1.0395856680926245,
0.5,0.375,71,0.5070422535211268,0.4220357305566659,1.2621974182717146,0.06212416573478318,1.1590627022372975,
0.5,0.5,46,0.5,0.5547716085097014,1.140330567433448,0.06182613381813303,0.6665936372733767,
